flow_info: flow_psh, fpkts_per_second, total_bhlen, flow_iat_max, backward_packet_length_max, forward_iat_std, total_length_of_forward_packets, backward_packet_length_std, forward_iat_min, total_fhlen, total_length_of_backward_packets, total_backward_packets, forward_iat_max, forward_packet_length_mean, backward_iat_min, flow_iat_min, backward_packet_length_min, flow_syn, bpkts_per_second, flow_protocol, forward_iat_total, forward_packet_length_min, backward_iat_max, flow_iat_total, flow_urg, flow_fin, flow_ece, forward_packet_length_std, backward_packet_length_mean, flow_iat_std, flow_ack, backward_iat_total, backward_iat_mean, flow_rst, total_forward_packets, flow_packets_per_second, backward_iat_std, flow_cwr, forward_iat_mean, flow_iat_mean, forward_packet_length_max: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.1/9020-127.0.0.2/9784: 6, 19.0, 513, 0.00445556640625, 66, 0.0, 22190, 0.0, 0.00041294097900390625, 405, 990, 15, 0.004383087158203125, 1167.8947368421052, 3.743171691894531e-05, 8.392333984375e-05, 66, 0, 15.0, 6, 0.0641021728515625, 96, 0.00437164306640625, 0.08447265625, 0, 0, 0, 461.82, 66.0, 0.0, 34, 0.01911163330078125, 0.0, 0, 19, 34.0, 0.0, 0, 0.0, 0.0, 1454: 1776: 1716506270.4, 1716506271.4: 0: 0: 0: 0: 0: 0: 0.475366874265205: 0.17487770644772338: 0.17487770644772338: 0.1748777128393481
127.0.0.1/6110-127.0.0.50/8043: 0, 4.0, 108, 0.0027899742126464844, -1, 0.0, 240, -1, 0.00047397613525390625, 0, 0, 0, 0.0027899742126464844, 60.0, 99999, 0.00047397613525390625, -1, 0, 0.0, 17, 0.005618572235107422, 60, -1, 0.005618572235107422, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 4, 4.0, -1, 0, 0.0, 0.0, 60: 1777: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487797559484514: 0.47536648989379104: 0.1748777673868416: 0.17487776712452224
127.0.0.1/2743-127.0.0.50/8043: 0, 4.0, 108, 0.0027914047241210938, -1, 0.0, 240, -1, 0.0005602836608886719, 0, 0, 0, 0.0027914047241210938, 60.0, 99999, 0.0005602836608886719, -1, 0, 0.0, 17, 0.005702972412109375, 60, -1, 0.005702972412109375, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 4, 4.0, -1, 0, 0.0, 0.0, 60: 1778: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487797559484497: 0.47536648989379054: 0.1748777673868424: 0.17487776712452208
127.0.0.1/5987-127.0.0.50/8043: 0, 3.0, 81, 0.0023975372314453125, -1, 0.0, 180, -1, 0.0021314620971679688, 0, 0, 0, 0.0023975372314453125, 60.0, 99999, 0.0021314620971679688, -1, 0, 0.0, 17, 0.004528999328613281, 60, -1, 0.004528999328613281, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1779: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487797559806573: 0.4753664899025454: 0.17487776737167565: 0.1748777671277131
127.0.0.1/5986-127.0.0.50/8043: 0, 3.0, 81, 0.0022242069244384766, -1, 0.0, 180, -1, 0.0004322528839111328, 0, 0, 0, 0.0022242069244384766, 60.0, 99999, 0.0004322528839111328, -1, 0, 0.0, 17, 0.0026564598083496094, 60, -1, 0.0026564598083496094, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1780: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487798915373715: 0.47536647008249033: 0.17487777050393186: 0.17487777025984075
127.0.0.1/2742-127.0.0.50/8043: 0, 3.0, 81, 0.0021817684173583984, -1, 0.0, 180, -1, 0.0018720626831054688, 0, 0, 0, 0.0021817684173583984, 60.0, 99999, 0.0018720626831054688, -1, 0, 0.0, 17, 0.004053831100463867, 60, -1, 0.004053831100463867, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1781: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.1748779755980321: 0.47536648990245395: 0.17487776737183447: 0.17487776712767958
127.0.0.1/5985-127.0.0.50/8043: 0, 3.0, 81, 0.002359628677368164, -1, 0.0, 180, -1, 0.0003063678741455078, 0, 0, 0, 0.002359628677368164, 60.0, 99999, 0.0003063678741455078, -1, 0, 0.0, 17, 0.002665996551513672, 60, -1, 0.002665996551513672, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1782: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487800270945392: 0.47536645026255653: 0.17487777363597706: 0.1748777733920126
127.0.0.1/6112-127.0.0.50/8043: 0, 3.0, 81, 0.002355813980102539, -1, 0.0, 180, -1, 0.00046443939208984375, 0, 0, 0, 0.002355813980102539, 60.0, 99999, 0.00046443939208984375, -1, 0, 0.0, 17, 0.002820253372192383, 60, -1, 0.002820253372192383, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1783: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487798915375807: 0.47536647008254723: 0.17487777050383305: 0.1748777702598616
127.0.0.1/5983-127.0.0.50/8043: 0, 3.0, 81, 0.002485513687133789, -1, 0.0, 180, -1, 0.002130746841430664, 0, 0, 0, 0.002485513687133789, 60.0, 99999, 0.002130746841430664, -1, 0, 0.0, 17, 0.004616260528564453, 60, -1, 0.004616260528564453, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1784: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.1748779891537738: 0.47536647008259: 0.17487777050375883: 0.17487777025987733
127.0.0.1/5984-127.0.0.50/8043: 0, 3.0, 81, 0.002396821975708008, -1, 0.0, 180, -1, 0.0005207061767578125, 0, 0, 0, 0.002396821975708008, 60.0, 99999, 0.0005207061767578125, -1, 0, 0.0, 17, 0.0029175281524658203, 60, -1, 0.0029175281524658203, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1785: 1716506270.4, 1716506271.4: 1: 0: 0: 1: 0: 0: 0.17487797559807067: 0.4753664899025588: 0.17487776737165261: 0.17487776712771796
