flow_info: flow_psh, fpkts_per_second, total_bhlen, flow_iat_max, backward_packet_length_max, forward_iat_std, total_length_of_forward_packets, backward_packet_length_std, forward_iat_min, total_fhlen, total_length_of_backward_packets, total_backward_packets, forward_iat_max, forward_packet_length_mean, backward_iat_min, flow_iat_min, backward_packet_length_min, flow_syn, bpkts_per_second, flow_protocol, forward_iat_total, forward_packet_length_min, backward_iat_max, flow_iat_total, flow_urg, flow_fin, flow_ece, forward_packet_length_std, backward_packet_length_mean, flow_iat_std, flow_ack, backward_iat_total, backward_iat_mean, flow_rst, total_forward_packets, flow_packets_per_second, backward_iat_std, flow_cwr, forward_iat_mean, flow_iat_mean, forward_packet_length_max: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.1/9020-127.0.0.2/9784: 6, 19.0, 513, 0.004967212677001953, 66, 0.0, 22190, 0.0, 0.0004837512969970703, 405, 990, 15, 0.00485992431640625, 1167.8947368421052, 2.4557113647460938e-05, 6.651878356933594e-05, 66, 0, 15.0, 6, 0.07159638404846191, 96, 0.004900693893432617, 0.09372091293334961, 0, 0, 0, 461.82, 66.0, 0.0, 34, 0.021126747131347656, 0.0, 0, 19, 34.0, 0.0, 0, 0.0, 0.0, 1454: 1957: 1716507898.6, 1716507899.6: 0: 0: 0: 0: 0: 0: 0.47536616366286344: 0.17487781874410424: 0.17487781874410424: 0.1748781988489281
127.0.0.1/6110-127.0.0.50/8043: 0, 4.0, 108, 0.003214120864868164, -1, 0.0, 240, -1, 0.0005052089691162109, 0, 0, 0, 0.003214120864868164, 60.0, 99999, 0.0005052089691162109, -1, 0, 0.0, 17, 0.006448268890380859, 60, -1, 0.006448268890380859, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 4, 4.0, -1, 0, 0.0, 0.0, 60: 1958: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452612353: 0.4753668864159917: 0.17487770453175835: 0.17487770452612636
127.0.0.1/2743-127.0.0.50/8043: 0, 4.0, 108, 0.003213644027709961, -1, 0.0, 240, -1, 0.000591278076171875, 0, 0, 0, 0.003213644027709961, 60.0, 99999, 0.000591278076171875, -1, 0, 0.0, 17, 0.006532907485961914, 60, -1, 0.006532907485961914, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 4, 4.0, -1, 0, 0.0, 0.0, 60: 1959: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452612353: 0.4753668864159917: 0.17487770453175844: 0.17487770452612636
127.0.0.1/5987-127.0.0.50/8043: 0, 3.0, 81, 0.0028171539306640625, -1, 0.0, 180, -1, 0.002527475357055664, 0, 0, 0, 0.0028171539306640625, 60.0, 99999, 0.002527475357055664, -1, 0, 0.0, 17, 0.0053446292877197266, 60, -1, 0.0053446292877197266, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1960: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.1748777045262004: 0.47536688641620073: 0.17487770453139598: 0.17487770452620294
127.0.0.1/5986-127.0.0.50/8043: 0, 3.0, 81, 0.0026483535766601562, -1, 0.0, 180, -1, 0.0006241798400878906, 0, 0, 0, 0.0026483535766601562, 60.0, 99999, 0.0006241798400878906, -1, 0, 0.0, 17, 0.003272533416748047, 60, -1, 0.003272533416748047, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1961: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452619925: 0.4753668864161975: 0.1748777045314014: 0.17487770452620177
127.0.0.1/2742-127.0.0.50/8043: 0, 3.0, 81, 0.002599000930786133, -1, 0.0, 180, -1, 0.0020990371704101562, 0, 0, 0, 0.002599000930786133, 60.0, 99999, 0.0020990371704101562, -1, 0, 0.0, 17, 0.004698038101196289, 60, -1, 0.004698038101196289, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1962: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.1748777045261987: 0.475366886416196: 0.17487770453140417: 0.17487770452620122
127.0.0.1/5985-127.0.0.50/8043: 0, 3.0, 81, 0.0027849674224853516, -1, 0.0, 180, -1, 0.0004942417144775391, 0, 0, 0, 0.0027849674224853516, 60.0, 99999, 0.0004942417144775391, -1, 0, 0.0, 17, 0.0032792091369628906, 60, -1, 0.0032792091369628906, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1963: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452620038: 0.4753668864162006: 0.17487770453139606: 0.1748777045262029
127.0.0.1/6112-127.0.0.50/8043: 0, 3.0, 81, 0.0027947425842285156, -1, 0.0, 180, -1, 0.000637054443359375, 0, 0, 0, 0.0027947425842285156, 60.0, 99999, 0.000637054443359375, -1, 0, 0.0, 17, 0.0034317970275878906, 60, -1, 0.0034317970275878906, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1964: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452620047: 0.4753668864162008: 0.17487770453139578: 0.174877704526203
127.0.0.1/5983-127.0.0.50/8043: 0, 3.0, 81, 0.0028955936431884766, -1, 0.0, 180, -1, 0.0023450851440429688, 0, 0, 0, 0.0028955936431884766, 60.0, 99999, 0.0023450851440429688, -1, 0, 0.0, 17, 0.005240678787231445, 60, -1, 0.005240678787231445, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1965: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452620108: 0.4753668864162025: 0.17487770453139284: 0.1748777045262036
127.0.0.1/5984-127.0.0.50/8043: 0, 3.0, 81, 0.002799510955810547, -1, 0.0, 180, -1, 0.0005514621734619141, 0, 0, 0, 0.002799510955810547, 60.0, 99999, 0.0005514621734619141, -1, 0, 0.0, 17, 0.003350973129272461, 60, -1, 0.003350973129272461, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1966: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.1748777045262005: 0.4753668864162009: 0.17487770453139553: 0.17487770452620302
127.0.0.1/6111-127.0.0.50/8043: 0, 3.0, 81, 0.0028815269470214844, -1, 0.0, 180, -1, 0.0011909008026123047, 0, 0, 0, 0.0028815269470214844, 60.0, 99999, 0.0011909008026123047, -1, 0, 0.0, 17, 0.004072427749633789, 60, -1, 0.004072427749633789, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 60: 1967: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487770452620108: 0.4753668864162025: 0.17487770453139273: 0.1748777045262036
127.0.0.1/65-127.0.0.50/8011: 0, 3.0, 81, 0.0018389225006103516, -1, 0.0, 231, -1, 0.00018143653869628906, 0, 0, 0, 0.0018389225006103516, 77.0, 99999, 0.00018143653869628906, -1, 0, 0.0, 17, 0.0020203590393066406, 77, -1, 0.0020203590393066406, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 77: 1968: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487774519414293: 0.4753668269586742: 0.1748777139236122: 0.17487771392357065
127.0.0.1/9438-127.0.0.50/8011: 0, 3.0, 81, 0.001638174057006836, -1, 0.0, 231, -1, 0.00013494491577148438, 0, 0, 0, 0.001638174057006836, 77.0, 99999, 0.00013494491577148438, -1, 0, 0.0, 17, 0.0017731189727783203, 77, -1, 0.0017731189727783203, 0, 0, 0, 0.0, 0, 0.0, 0, 0, -1, 0, 3, 3.0, -1, 0, 0.0, 0.0, 77: 1969: 1716507898.6, 1716507899.6: 1: 0: 0: 1: 0: 0: 0.17487773163846165: 0.4753668467786661: 0.17487771079145698: 0.17487771079141534
